time,voltage,current,temperature
2017-03-26 05:34:28.100,13.2621652552,0.00854505226215,
2017-03-26 05:38:58.000,,,23.998626688
2017-03-26 05:44:28.100,13.2467841611,0.00717174029145,
2017-03-26 05:48:58.000,,,23.74914168
2017-03-26 05:54:28.100,13.2467841611,0.00709544518196,
2017-03-26 05:58:58.000,,,23.5614557107
2017-03-26 06:04:28.100,13.2350652323,0.0322728313115,
2017-03-26 06:08:57.900,13.2311589227,0.00854505226215,23.3737697414
2017-03-26 06:09:26.000,13.211871519,0.00854505226215,23.3119707027
2017-03-26 06:19:26.000,13.2196841382,0.00709544518196,23.2478828107
2017-03-26 06:29:26.000,13.211871519,0.00854505226215,22.9983978027
2017-03-26 06:39:26.000,13.2079652094,0.00709544518196,22.8107118334
2017-03-26 06:49:26.000,13.2040588998,0.00717174029145,22.7489127947
2017-03-26 06:59:26.000,13.1925841154,0.0308995193408,22.5612268254
2017-03-26 07:05:21.100,13.0495155261,2.53749904631,
2017-03-26 07:05:21.200,13.0495155261,2.53887235828,
2017-03-26 07:05:21.000,13.0495155261,0.00717174029145,
2017-03-26 07:06:21.200,12.7052719921,2.55161364157,
2017-03-26 07:07:21.200,12.6937972076,2.54314488441,
2017-03-26 07:08:21.200,12.689890898,2.54169527733,
2017-03-26 07:09:21.200,12.689890898,2.55024032959,
2017-03-26 07:09:26.000,,,22.373540856
2017-03-26 07:10:21.200,12.689890898,2.54451819638,
2017-03-26 07:11:21.200,12.689890898,2.54032196536,
2017-03-26 07:12:21.200,12.6784161135,2.54734111543,
2017-03-26 07:13:21.200,12.6820782788,2.53322652018,
2017-03-26 07:14:21.200,12.6666971847,2.54032196536,
2017-03-26 07:15:21.200,12.6706034943,2.54596780346,
2017-03-26 07:16:21.200,12.6745098039,2.54314488441,
2017-03-26 07:17:21.200,12.6666971847,2.53749904631,
2017-03-26 07:18:21.200,12.6627908751,2.54314488441,
2017-03-26 07:19:21.200,12.6588845655,2.54314488441,
2017-03-26 07:19:26.000,,,22.4353398947
2017-03-26 07:20:21.200,12.6552224002,2.54169527733,
2017-03-26 07:21:21.200,12.6552224002,2.54032196536,
2017-03-26 07:22:21.200,12.6588845655,2.53749904631,
2017-03-26 07:23:21.200,12.6513160906,2.54032196536,
2017-03-26 07:24:21.200,12.6513160906,2.54314488441,
2017-03-26 07:25:21.200,12.6435034714,2.54032196536,
2017-03-26 07:26:21.200,12.6395971618,2.54451819638,
2017-03-26 07:27:21.200,12.6356908522,2.53040360113,
2017-03-26 07:28:21.200,12.647409781,2.54451819638,
2017-03-26 07:29:21.200,12.6356908522,2.53887235828,
2017-03-26 07:29:26.000,,,22.4994277867
2017-03-26 07:30:21.200,12.6317845426,2.54032196536,
2017-03-26 07:31:21.200,12.6317845426,2.53887235828,
2017-03-26 07:32:21.200,12.6164034485,2.54032196536,
2017-03-26 07:33:21.200,12.6164034485,2.53459983215,
2017-03-26 07:34:21.200,12.6203097581,2.55024032959,
2017-03-26 07:35:21.200,12.6203097581,2.54169527733,
2017-03-26 07:36:21.200,12.6164034485,2.54314488441,
2017-03-26 07:37:21.200,12.6085908293,2.53459983215,
2017-03-26 07:38:21.200,12.6085908293,2.54032196536,
2017-03-26 07:39:21.200,12.6124971389,2.54169527733,
2017-03-26 07:39:26.000,,,22.4353398947
2017-03-26 07:40:21.200,12.6010223545,2.54314488441,
2017-03-26 07:41:21.200,12.6010223545,2.54596780346,
2017-03-26 07:42:21.200,12.6010223545,2.54451819638,
2017-03-26 07:43:21.200,12.6049286641,2.5317769131,
2017-03-26 07:44:21.200,12.5893034257,2.54169527733,
2017-03-26 07:45:21.200,12.6010223545,2.53749904631,
2017-03-26 07:46:21.200,12.5817349508,2.54032196536,
2017-03-26 07:47:21.200,12.585397116,2.54032196536,
2017-03-26 07:48:21.200,12.5778286412,2.54451819638,
2017-03-26 07:49:21.200,12.5778286412,2.54459449149,
2017-03-26 07:49:26.000,,,22.373540856
2017-03-26 07:50:21.200,12.570016022,2.5317769131,
2017-03-26 07:51:21.200,12.570016022,2.53894865339,
2017-03-26 07:52:21.200,12.570016022,2.53887235828,
2017-03-26 07:53:21.200,12.5661097124,2.54032196536,
2017-03-26 07:54:21.200,12.570016022,2.53887235828,
2017-03-26 07:55:21.200,12.5661097124,2.54032196536,
2017-03-26 07:56:21.200,12.5507286183,2.53749904631,
2017-03-26 07:57:21.200,12.5546349279,2.54177157244,
2017-03-26 07:58:21.200,12.5546349279,2.54451819638,
2017-03-26 07:59:21.200,12.5429159991,2.53887235828,
2017-03-26 07:59:26.000,,,22.373540856
